Pilot,Average Reward,Total Timesteps
solo_laggy,370.6666666666846,5000
solo_noisy,1926.9999999998804,5000
solo_optimal,2747.3333333331725,5000
none,1978.9999999998404,5000
laggy,2000.333333333242,5000
noisy,2263.9999999998627,5000
optimal,2550.999999999848,5000
