Pilot,Average Reward,Total Timesteps
solo_laggy,993.6666666666717,5000
solo_noisy,1884.333333333238,5000
solo_optimal,1699.333333333247,5000
none,2062.333333333178,5000
laggy,1893.9999999998504,5000
noisy,2479.333333333188,5000
optimal,1460.9999999999484,5000
