Pilot,Average Reward,Total Timesteps
solo_laggy,264.0000000000101,5000
solo_noisy,806.0000000000423,5000
solo_optimal,1915.9999999998493,5000
none,-4108.666666666706,5000
laggy,-1696.0000000000623,5000
noisy,86.33333333338781,5000
optimal,-1036.3333333333635,5000
