68,0.00188,0.11905,0.11717,6240
69,-0.00061,0.12076,0.12137,19826
70,0.00015,0.09876,0.09861,65783
71,0.00033,0.08908,0.08875,27144
72,0.00006,0.06142,0.06136,110589
73,0.00394,0.07843,0.07448,1889
74,-0.00056,0.16742,0.16797,30256
75,-0.00019,0.17874,0.17894,91810
76,0.00061,0.16939,0.16879,27799
77,0.00030,0.14020,0.13989,46317
78,0.00013,0.13681,0.13668,104441
79,0.00312,0.17024,0.16712,5360
80,-0.00034,0.14348,0.14381,42749
81,-0.00004,0.12012,0.12016,279769
82,0.00052,0.12089,0.12037,23031
83,0.00224,0.09251,0.09028,4034
84,-0.00058,0.11017,0.11075,19193
85,0.00002,0.11933,0.11931,652501
86,0.00043,0.12325,0.12282,28765
87,0.00022,0.11396,0.11374,50868
88,0.00153,0.11763,0.11610,7599
89,-0.00044,0.14125,0.14170,31904
90,-0.00001,0.14009,0.14010,1079779
91,0.00046,0.11994,0.11948,26188
92,0.00117,0.09694,0.09578,8207
93,-0.00010,0.13969,0.13979,136893
94,0.00001,0.12708,0.12708,2002185
95,0.00024,0.13566,0.13542,56748
96,0.00018,0.12277,0.12260,69670
97,0.00077,0.08381,0.08305,10855
98,-0.00013,0.07107,0.07120,54149
99,0.00001,0.05561,0.05561,949343
100,0.00017,0.03313,0.03296,19559
101,0.00062,0.02177,0.02115,3424
102,-0.00010,0.04285,0.04296,42594
103,-0.00000,0.05037,0.05038,1038263
104,0.00012,0.04986,0.04974,40301
105,0.00044,0.04798,0.04754,10740
106,-0.00007,0.04177,0.04184,55887
107,0.00000,0.01502,0.01501,614915
108,0.00009,0.03207,0.03198,33993
109,0.00032,0.03597,0.03565,11103
110,-0.00004,0.03331,0.03335,82357
111,-0.00000,0.05271,0.05271,2492269
112,0.00007,0.06305,0.06299,93459
113,0.00023,0.05108,0.05085,21942
114,-0.00002,0.00341,0.00343,20620
115,-0.00000,-0.00111,0.00111,46919
116,0.00005,0.00141,0.00136,2683
117,0.00002,0.01893,0.01891,96873
118,0.00016,0.03668,0.03652,22876
119,-0.00002,0.03938,0.03940,199375
120,0.00000,0.05520,0.05520,1680140
121,0.00013,0.05404,0.05390,40779
122,-0.00001,0.01192,0.01194,84612
123,-0.00000,0.00544,0.00544,491446
124,0.00002,0.01695,0.01693,97373
125,0.00010,0.05088,0.05078,52977
126,-0.00002,0.05638,0.05641,237753
127,-0.00000,0.06252,0.06252,3918609
128,0.00002,-0.00678,0.00680,33066
129,0.00007,0.00372,0.00365,5214
130,-0.00002,0.00339,0.00341,14851
131,-0.00000,0.00482,0.00483,169117
132,0.00001,0.04010,0.04008,271104
133,0.00005,0.05300,0.05295,101424
134,-0.00002,0.06026,0.06028,335486
135,-0.00001,0.01860,0.01861,271720
136,0.00001,0.05750,0.05749,515418
137,0.00004,0.05124,0.05119,117002
138,-0.00001,0.04848,0.04849,373859
139,-0.00000,0.06496,0.06496,1472756
140,0.00004,0.12322,0.12318,311984
141,0.00000,0.10003,0.10003,2075351
142,-0.00003,0.02429,0.02432,86306
143,0.00001,0.03181,0.03180,285244
144,0.00003,0.03582,0.03580,136208
145,-0.00001,0.03565,0.03565,523092
146,0.00001,0.04006,0.04006,769427
147,0.00001,0.06751,0.06749,470878
148,0.00000,0.05929,0.05928,1255789
149,-0.00001,0.05666,0.05668,500140
150,0.00000,0.07605,0.07605,4737067
151,0.00002,0.09294,0.09293,513754
152,-0.00000,0.09285,0.09285,2050656
153,-0.00000,0.02916,0.02916,731961
154,0.00001,0.09252,0.09251,634822
155,-0.00000,0.02979,0.02979,845561
156,0.00000,0.05500,0.05500,12659856
157,0.00001,0.07675,0.07675,991573
158,0.00001,0.07208,0.07208,1395446
159,-0.00001,-0.03446,0.03445,576218
160,0.00000,0.05103,0.05103,1132203
161,-0.00000,0.04066,0.04066,1798184
162,-0.00000,0.05237,0.05237,2858911
163,0.00001,0.06294,0.06293,991249
164,-0.00000,-0.00912,0.00912,334321
165,0.00000,0.03752,0.03751,1926368
166,0.00001,0.05840,0.05839,1033393
167,-0.00000,0.04551,0.04552,1868888
168,-0.00000,0.02096,0.02096,2448939
169,0.00001,0.01228,0.01228,243936
170,-0.00000,0.00388,0.00389,125382
171,-0.00000,0.01760,0.01760,1821545
172,0.00001,0.01195,0.01194,238618
173,-0.00000,-0.00593,0.00593,2533197
174,-0.00001,0.02637,0.02638,393476
175,0.00000,0.00505,0.00504,108702
176,0.00001,0.01677,0.01676,241986
177,-0.00000,0.04554,0.04554,14483108
178,-0.00000,0.03306,0.03306,6982865
179,0.00000,0.00319,0.00319,64921
180,0.00000,0.06617,0.06616,1653700
181,0.00000,0.05862,0.05862,3897306
182,-0.00000,0.11871,0.11871,25376147
183,0.00000,0.06294,0.06294,16146485
184,0.00000,-0.05593,0.05593,4457945
185,0.00000,-0.00596,0.00596,697729
186,-0.00000,-0.02056,0.02056,637432
187,0.00001,-0.02793,0.02794,351324
188,-0.00000,0.06802,0.06802,9194474
189,-0.00000,0.03879,0.03879,7771521
190,-0.00000,0.02603,0.02603,830588
191,0.00000,-0.04384,0.04384,6783313
192,0.00000,-0.05405,0.05405,11882570
193,-0.00000,-0.04659,0.04659,22997412
194,0.00000,-0.04478,0.04478,4626320
195,0.00000,0.00452,0.00451,275981
196,-0.00001,-0.00571,0.00571,95769
197,-0.00000,-0.00148,0.00148,124911
198,-0.00000,0.03979,0.03979,1263332
199,0.00001,0.00493,0.00492,93804
200,-0.00001,0.02518,0.02518,410283
201,0.00000,0.03321,0.03320,857372
202,0.00000,0.02845,0.02845,875168
203,-0.00000,0.00494,0.00494,859290
204,0.00000,0.00504,0.00504,47065483
205,0.00000,-0.00664,0.00664,192272
206,0.00000,-0.00320,0.00320,240457
207,0.00000,-0.00760,0.00761,372981
208,0.00000,0.00436,0.00436,2201148
209,0.00000,-0.00566,0.00566,171334
210,-0.00000,-0.00642,0.00642,884271
211,-0.00000,0.02089,0.02089,1098685
212,-0.00001,0.01744,0.01745,296992
213,0.00000,-0.00423,0.00423,1241425
214,0.00001,0.02408,0.02408,292949
215,-0.00000,-0.00072,0.00072,22075
216,0.00000,-0.00871,0.00871,1121367
217,-0.00000,0.02445,0.02445,15394575
218,0.00000,0.02687,0.02686,2895318
219,-0.00000,0.03243,0.03243,933513
220,0.00000,0.02348,0.02348,492538
221,-0.00000,-0.05093,0.05093,12518839
222,-0.00000,-0.05389,0.05389,2504147
223,-0.00001,0.04565,0.04566,748074
224,0.00001,0.05114,0.05113,824680
225,0.00000,0.05006,0.05006,1935034
226,-0.00001,-0.08702,0.08702,1572199
227,0.00000,0.01482,0.01481,351145
228,0.00000,-0.01751,0.01751,873378
229,0.00000,-0.04303,0.04303,2140307
230,-0.00000,0.02781,0.02782,647875
231,-0.00000,-0.07253,0.07253,3252468
232,0.00001,-0.10109,0.10109,1623579
233,0.00000,-0.07925,0.07925,12673430
234,-0.00000,-0.03880,0.03880,2111290
235,-0.00000,-0.01617,0.01616,926596
236,0.00000,0.01355,0.01355,993063
237,0.00000,-0.10985,0.10985,35983349
238,0.00000,-0.12880,0.12880,24459608
239,0.00000,-0.01250,0.01250,839688
240,-0.00000,-0.03336,0.03336,1210663
241,0.00000,-0.02323,0.02324,513864
242,0.00000,-0.03138,0.03138,3898336
243,-0.00001,-0.15902,0.15902,2893759
244,0.00000,-0.04537,0.04537,1918160
245,0.00000,-0.00119,0.00120,61580
246,0.00000,0.00367,0.00367,351995
247,-0.00000,-0.06701,0.06700,1909561
248,-0.00000,-0.10502,0.10502,11739182
249,0.00001,-0.09691,0.09692,1173014
250,-0.00001,-0.01238,0.01237,173459
251,-0.00000,0.01026,0.01026,263407
252,-0.00001,-0.09849,0.09848,1823790
253,0.00001,-0.01459,0.01460,143436
254,0.00000,-0.02291,0.02291,1260578
255,-0.00001,0.02217,0.02218,302616
256,0.00000,-0.05221,0.05221,4678426
257,0.00001,-0.14365,0.14366,2343853
258,-0.00000,0.00334,0.00334,179591
259,-0.00000,-0.02673,0.02673,934135
260,0.00000,-0.02743,0.02743,3310167
261,0.00000,-0.02709,0.02709,9513663
262,-0.00000,-0.00266,0.00266,117341
263,0.00000,0.09147,0.09147,338587267
264,0.00000,0.06268,0.06268,1975358
265,0.00000,0.09197,0.09196,3351936
266,-0.00001,-0.02427,0.02427,310736
267,-0.00000,-0.10171,0.10171,4817160
268,0.00001,0.09220,0.09219,937549
269,0.00001,0.11471,0.11470,2092658
270,0.00003,0.09594,0.09590,281546
271,0.00002,0.14566,0.14564,588984
272,0.00002,-0.12087,0.12090,512813
273,0.00000,0.02195,0.02195,6090263
274,0.00004,0.06930,0.06926,176033
275,0.00005,0.01754,0.01750,38782
276,0.00009,0.05215,0.05206,59386
277,-0.00010,-0.06170,0.06159,58882
278,-0.00014,0.06088,0.06102,44187
279,-0.00001,0.15312,0.15313,1267436
280,0.00010,0.06936,0.06926,70611
281,-0.00004,0.06969,0.06973,164918
282,-0.00012,0.07875,0.07887,66861
283,0.00008,0.07002,0.06994,91036
284,-0.00006,0.10956,0.10962,186770
285,-0.00006,0.01898,0.01905,29501
286,-0.00001,0.03318,0.03318,528949
287,0.00003,0.01091,0.01089,39540
288,-0.00008,0.08872,0.08880,114019
289,-0.00001,0.10309,0.10309,1953132
290,0.00005,0.13302,0.13297,275626
291,-0.00009,0.06345,0.06354,70601
292,-0.00006,0.07158,0.07165,114359
293,-0.00001,0.10361,0.10362,1556080
294,0.00002,0.01737,0.01735,95949
295,-0.00003,0.04043,0.04046,129502
296,-0.00007,-0.03638,0.03632,55867
297,-0.00001,-0.00479,0.00478,40047
298,0.00003,0.10741,0.10738,335221
299,-0.00005,0.01229,0.01234,26651
300,-0.00004,0.09423,0.09427,254385
301,0.00012,-0.01241,0.01253,10361
302,-0.00005,-0.00570,0.00565,11428
303,-0.00006,0.13492,0.13498,236682
304,0.00334,0.02441,0.02107,632
305,-0.00142,0.09896,0.10037,7089
306,0.00648,0.06524,0.05875,906
307,-0.00252,0.17576,0.17828,7067
308,-0.01247,0.22695,0.23941,1921
309,0.01284,0.21395,0.20111,1567
310,-0.00071,0.16368,0.16439,23066
311,0.00718,0.20783,0.20065,2793
312,-0.00201,0.16838,0.17038,8498
313,-0.00044,0.11151,0.11195,25243
314,0.01103,-0.03234,0.04337,393
315,-0.00318,0.00888,0.01206,379
316,0.00311,0.02204,0.01893,609
317,-0.00059,0.02914,0.02973,5027
318,-0.00012,-0.01474,0.01461,11833
319,0.00614,0.01455,0.00841,137
320,-0.00307,-0.06549,0.06242,2032
321,0.00350,-0.06483,0.06833,1955
322,-0.00010,0.05348,0.05357,54072
323,-0.00058,0.11420,0.11478,19918
324,0.00388,0.03587,0.03198,823
325,-0.00078,0.13084,0.13161,16978
326,0.00177,0.14927,0.14750,8350
327,-0.00030,0.13579,0.13610,45071
328,-0.00029,0.11304,0.11332,39621
329,0.00262,0.14213,0.13951,5324
330,-0.00066,0.18970,0.19036,28765
331,0.00107,0.17761,0.17654,16449
332,-0.00011,0.04838,0.04850,43394
333,-0.00020,0.03401,0.03420,17512
334,0.00160,0.08828,0.08667,5402
335,-0.00091,0.11835,0.11925,13132
336,0.00081,0.12327,0.12245,15038
337,0.00026,0.13937,0.13911,54472
338,-0.00043,0.05740,0.05783,13551
339,0.00100,0.07728,0.07628,7651
340,-0.00052,0.13833,0.13885,26757
341,0.00054,0.11754,0.11700,21593
342,-0.00018,0.11677,0.11695,65056
343,-0.00020,0.15486,0.15506,79350
344,0.00082,0.20878,0.20796,25460
345,-0.00019,0.19775,0.19795,102173
346,0.00053,0.16452,0.16399,30702
347,0.00006,0.17729,0.17724,314304
348,-0.00031,0.15401,0.15432,49975
349,0.00080,0.17332,0.17253,21701
350,0.00013,0.10652,0.10639,80503
351,0.00061,0.09789,0.09728,15837
352,-0.00032,0.15281,0.15313,47180
353,-0.00024,0.19240,0.19264,80870
354,0.00035,0.19923,0.19889,57343
355,0.00014,0.16190,0.16176,118759
356,-0.00023,0.14038,0.14062,60942
357,0.00020,0.20198,0.20178,98841
358,0.00007,0.19273,0.19266,267935
359,0.00006,0.10215,0.10209,169317
360,-0.00002,0.10336,0.10338,644418
361,0.00008,0.11368,0.11360,135173
362,-0.00001,0.18179,0.18180,1660291
363,0.00004,0.17122,0.17118,436515
364,0.00000,0.16659,0.16659,9804331
365,0.00000,0.14980,0.14980,39362104
366,0.00008,0.18131,0.18123,229410
367,-0.00003,0.19739,0.19742,764211
368,0.00004,0.09547,0.09543,229438
369,-0.00001,-0.00025,0.00025,4743
370,-0.00001,0.13353,0.13354,2296443
371,0.00005,0.20686,0.20680,401968
372,-0.00002,0.19230,0.19231,1263545
373,0.00002,0.16427,0.16425,787226
374,0.00000,0.16418,0.16417,14026663
375,0.00000,0.18692,0.18692,11849655
376,0.00003,0.20793,0.20790,725731
377,-0.00000,0.11663,0.11663,4556454
378,0.00000,0.11057,0.11057,39066450
379,0.00000,0.17811,0.17811,8160587
380,0.00000,0.23409,0.23409,2431825999
381,0.00002,0.22481,0.22479,1189306
382,-0.00001,0.20415,0.20415,2597982
383,0.00001,0.23113,0.23112,3100532
384,0.00001,0.22717,0.22717,3590964
385,-0.00000,0.22444,0.22444,8880413
386,0.00001,0.11378,0.11378,1923282
387,-0.00000,0.08488,0.08488,236529604
388,0.00001,0.14326,0.14326,2233242
389,-0.00000,0.21387,0.21387,14404424
390,0.00000,0.17866,0.17866,6520212
391,-0.00000,0.21305,0.21306,8689576
392,0.00000,0.18864,0.18864,15686332
393,0.00001,0.17001,0.17000,2317792
394,-0.00001,0.16037,0.16037,2855552
395,0.00000,0.13667,0.13666,7407388
396,0.00000,0.17362,0.17362,6195217
397,0.00000,0.21512,0.21512,7707438
398,-0.00000,0.19409,0.19409,9485814
399,0.00000,0.15717,0.15716,18552754
400,0.00000,0.20722,0.20722,5487658
401,-0.00000,0.23763,0.23763,11337348
402,0.00000,0.20919,0.20918,11043300
403,-0.00000,0.17402,0.17402,5915069
404,-0.00000,0.19105,0.19105,5707465
405,0.00001,0.16962,0.16961,2920811
406,-0.00000,0.19850,0.19851,9723433
407,0.00000,0.21837,0.21837,12498604
408,0.00000,0.20336,0.20336,14857133
409,-0.00000,0.23296,0.23297,9564530
410,-0.00000,0.20715,0.20715,187162365
411,0.00000,0.15945,0.15945,8852023
412,-0.00000,0.05073,0.05073,2980709
413,-0.00000,0.12101,0.12101,73754658
414,0.00001,0.18677,0.18676,2897562
415,-0.00000,0.21533,0.21533,32894707
416,0.00000,0.21074,0.21074,38927824
417,-0.00000,0.23229,0.23229,8008960
418,0.00000,0.23656,0.23656,6233810
419,-0.00000,0.22141,0.22141,16246740
420,-0.00000,0.21568,0.21568,6713850
421,0.00000,0.09986,0.09986,12922427
422,-0.00000,0.13293,0.13293,7141325
423,0.00000,0.15474,0.15474,348280280
424,-0.00000,0.22311,0.22312,18321240
425,0.00000,0.19827,0.19827,11131353
426,0.00000,0.20238,0.20238,33412186
427,-0.00000,0.20947,0.20947,12906158
428,-0.00000,0.21955,0.21955,26709932
429,-0.00000,0.19756,0.19756,19975782
430,0.00000,0.15062,0.15061,7604456
431,-0.00000,0.14206,0.14207,5750279
432,0.00000,0.17778,0.17778,32120005
433,0.00000,0.20267,0.20267,20996967
434,0.00000,0.21656,0.21656,17090884
435,-0.00000,0.19858,0.19859,12076965
436,-0.00000,0.18700,0.18700,26489243
437,-0.00000,0.19095,0.19095,9572917
438,0.00000,0.19691,0.19691,10723633
439,0.00000,0.13824,0.13824,26444764
440,0.00000,0.14213,0.14212,9920821
441,-0.00000,0.19401,0.19401,45856883
442,-0.00000,0.19490,0.19490,12640834
443,-0.00000,0.19222,0.19222,15890420
444,0.00000,0.16048,0.16048,5525789
445,0.00000,0.18646,0.18646,20171948
446,-0.00001,0.10774,0.10775,1882975
447,0.00000,0.11792,0.11792,3121058
448,-0.00000,0.13598,0.13598,6460715
449,-0.00000,0.20580,0.20580,148729260
450,0.00000,0.17567,0.17567,6388510
451,-0.00001,0.20155,0.20156,3981538
452,-0.00000,0.19326,0.19326,52969505
453,-0.00000,0.20837,0.20837,63748584
454,-0.00000,0.14422,0.14422,23502033
455,0.00000,0.10665,0.10665,9892846
456,-0.00000,0.12004,0.12004,7402134
457,-0.00000,0.18591,0.18591,72544123
458,0.00000,0.19859,0.19858,5614705
459,-0.00000,0.16613,0.16613,37927480
460,-0.00000,0.15372,0.15373,3119642
461,0.00000,0.20904,0.20904,20817442
462,0.00000,0.19823,0.19823,11554391
463,-0.00000,0.16893,0.16893,44454082
464,-0.00000,0.14650,0.14650,114830011
465,0.00000,0.21062,0.21062,10679678
466,-0.00000,0.16466,0.16466,20769107
467,-0.00000,0.19466,0.19466,4283216
468,0.00000,0.19324,0.19324,7519041
469,-0.00000,0.13520,0.13520,12018797
470,0.00000,0.14028,0.14028,12675510
471,-0.00000,0.09184,0.09184,8707762
472,-0.00000,0.15660,0.15660,41264458
473,-0.00000,0.14961,0.14962,8310510
474,-0.00000,0.16876,0.16876,47997779
475,0.00000,0.17250,0.17250,5963078
476,-0.00000,0.20734,0.20734,15769747
477,0.00000,0.18203,0.18202,9178897
478,0.00000,0.22295,0.22295,79985526
479,-0.00000,0.21339,0.21340,9692267
480,-0.00000,0.12098,0.12098,11461122
481,0.00000,0.12178,0.12178,19840858
482,0.00000,0.20723,0.20723,9603976
483,-0.00000,0.19567,0.19567,15611242
484,0.00000,0.19031,0.19030,12132439
485,0.00000,0.10951,0.10951,24446812
486,-0.00000,0.12121,0.12122,24556575
487,-0.00000,0.14704,0.14705,5965130
488,-0.00000,0.15749,0.15749,7193815
489,-0.00000,0.12138,0.12138,120243261
490,0.00000,0.07977,0.07977,7155408
491,0.00000,0.13142,0.13142,24006761
492,0.00000,0.14895,0.14895,17359759
493,-0.00000,0.06233,0.06233,4446007
494,-0.00000,0.14843,0.14843,15821178
495,-0.00000,0.07745,0.07745,23044369
496,0.00000,0.18905,0.18905,33640326
497,-0.00000,0.10531,0.10531,7691184
498,0.00000,0.05144,0.05144,40486439
499,-0.00000,0.13716,0.13716,5636258
500,0.00000,0.09465,0.09465,5897550
501,0.00000,0.13199,0.13199,31444027
502,-0.00000,0.14326,0.14326,20382243
503,-0.00000,0.12353,0.12354,6675069
504,0.00000,0.12140,0.12139,13113175
505,-0.00000,0.08898,0.08898,9884977
506,-0.00000,0.06889,0.06890,4639316
507,-0.00000,0.02817,0.02818,1437396
508,0.00000,0.08055,0.08054,2598140
509,-0.00000,0.10928,0.10928,11984621
510,-0.00000,0.13443,0.13443,7318761
511,-0.00000,0.14260,0.14260,14394492
512,0.00000,0.08108,0.08108,15378422
513,0.00000,0.08564,0.08563,2105620
514,-0.00000,0.04583,0.04583,1037279
515,0.00000,0.05961,0.05961,10065900
516,0.00000,0.01481,0.01481,42567422
517,0.00000,0.06528,0.06528,4343290
518,-0.00000,0.10594,0.10594,2728032
519,-0.00000,0.15115,0.15115,5402721
520,0.00000,0.05633,0.05633,2526092
521,0.00000,0.02297,0.02297,984738
522,0.00000,0.07240,0.07240,88819012
523,-0.00000,0.07483,0.07483,26066621
524,0.00000,0.00436,0.00436,654711
525,0.00000,0.04755,0.04754,2205496
526,-0.00000,0.10728,0.10728,8013232
527,0.00000,0.12484,0.12484,60557832
528,-0.00000,0.11573,0.11574,5147114
529,0.00000,0.06869,0.06869,17279129
530,-0.00000,0.05323,0.05323,2534707
531,0.00000,0.14011,0.14011,32642447
532,0.00000,0.09191,0.09190,3344849
533,-0.00000,0.05924,0.05924,1259380
534,0.00000,0.07875,0.07875,10238471
535,-0.00000,0.12802,0.12802,10470923
536,0.00000,0.12461,0.12461,5317894
537,-0.00000,0.15126,0.15126,4565869
538,-0.00000,0.11508,0.11508,24664825
539,0.00000,0.03238,0.03237,10554940
540,0.00000,0.07766,0.07766,3625813
541,0.00000,0.02717,0.02717,1089932
542,-0.00001,0.12001,0.12002,1371026
543,0.00000,0.04850,0.04850,1500955
544,0.00000,0.15106,0.15106,91294964
545,-0.00000,0.15403,0.15403,5021161
546,-0.00000,0.18976,0.18976,350405626
547,-0.00000,0.13641,0.13641,52782960
548,-0.00000,0.18108,0.18108,71916893
549,0.00000,0.11190,0.11190,9239324
550,-0.00001,0.09107,0.09108,1762933
551,0.00000,0.19916,0.19916,11906319
552,-0.00000,0.14713,0.14713,6919854
553,-0.00000,0.15444,0.15444,7753091
554,0.00000,0.09132,0.09132,36629670
555,0.00000,0.12339,0.12339,42322867
556,0.00000,0.15059,0.15059,11654842
557,-0.00000,0.07953,0.07953,2259496
558,-0.00000,0.06153,0.06153,2839285
559,0.00000,0.10674,0.10674,9702707
560,-0.00000,0.09419,0.09419,27346025
561,0.00000,0.11209,0.11209,29113700
562,-0.00000,0.07772,0.07773,2910184
563,0.00000,0.10462,0.10462,11295458
564,0.00000,0.15344,0.15344,20046417
565,-0.00000,0.14262,0.14262,6779794
566,0.00000,0.11323,0.11323,3704595
567,-0.00000,0.09446,0.09447,4881504
568,-0.00000,0.13957,0.13957,24665282
569,0.00000,0.17523,0.17523,9095659
570,-0.00000,0.14102,0.14103,6041981
571,0.00000,0.18171,0.18171,6992258
572,-0.00000,0.11494,0.11494,3452718
573,0.00000,0.14305,0.14304,5537174
574,-0.00000,0.10187,0.10187,7879158
575,-0.00000,0.09483,0.09483,20811819
576,0.00000,0.07673,0.07673,2584707
577,-0.00000,0.10724,0.10725,2197719
578,-0.00000,0.18219,0.18219,910238473
579,0.00000,0.19132,0.19132,6065518
580,0.00000,0.17823,0.17822,34101745
581,-0.00000,0.18935,0.18935,6899392
582,0.00000,0.19459,0.19459,15523039
583,-0.00000,0.18715,0.18715,11371641
584,0.00000,0.10749,0.10748,3915580
585,-0.00000,0.12558,0.12558,19605169
586,-0.00000,0.11477,0.11478,12687536
587,0.00000,0.21395,0.21395,18685217
588,0.00000,0.20275,0.20275,25046030
589,-0.00000,0.21817,0.21818,15119414
590,-0.00000,0.20724,0.20724,21050048
591,-0.00000,0.23295,0.23295,15885562
592,0.00000,0.27398,0.27397,10023662
593,0.00000,0.25993,0.25993,73871032
594,-0.00000,0.23152,0.23152,9376598
595,0.00000,0.27426,0.27425,7614534
596,-0.00000,0.29575,0.29575,27486702
597,0.00000,0.34299,0.34299,21124573
598,0.00000,0.36990,0.36990,23815242
599,-0.00000,0.37689,0.37689,14072263
600,-0.01057,0.39256,0.40313,3813
601,0.00330,0.37595,0.37265,11290
602,-0.04591,0.30698,0.35290,769
603,0.01933,0.24905,0.22973,1189
604,0.01525,0.09904,0.08379,549
605,-0.08475,0.17896,0.26371,311
606,-0.01188,0.19010,0.20198,1700
607,-0.08374,0.23758,0.32132,384
608,0.01626,0.09369,0.07743,476
609,0.02715,-0.08961,0.11676,430
610,-0.07285,-0.13646,0.06361,87
611,-0.04066,-0.01855,0.02211,54
612,0.00170,-0.01695,0.01865,1095
613,-0.09830,-0.12025,0.02195,22
614,-0.02340,-0.10082,0.07742,331
615,0.00841,0.18741,0.17900,2129
616,-0.09159,0.25978,0.35137,384
617,-0.05026,0.27511,0.32537,647
618,-0.12265,0.29046,0.41311,337
619,-0.02265,0.30532,0.32797,1448
620,0.04157,0.23572,0.19415,467
621,-0.05843,0.26713,0.32556,557
622,-0.06844,0.26703,0.33547,490
623,-0.01567,0.25903,0.27470,1753
624,-0.11567,0.28435,0.40002,346
625,-0.03790,0.26684,0.30473,804
626,0.00138,0.28305,0.28167,20442
627,-0.09862,0.27061,0.36924,374
628,-0.05098,0.28670,0.33768,662
629,-0.00963,0.27994,0.28956,3008
630,-0.10963,0.26836,0.37799,345
631,-0.05546,0.25633,0.31178,562
632,-0.01134,0.26200,0.27335,2410
633,-0.11134,0.28485,0.39620,356
634,-0.05259,0.27568,0.32827,624
635,-0.01094,0.29818,0.30912,2826
636,-0.11094,0.28798,0.39892,360
637,-0.05854,0.29251,0.35105,600
638,-0.01294,0.26076,0.27370,2114
639,-0.01671,0.31927,0.33597,2011
640,-0.11671,0.31457,0.43128,370
641,-0.05649,0.17352,0.23001,407
642,-0.00862,0.00354,0.01216,141
643,-0.10862,0.00985,0.11848,109
644,-0.06123,0.03039,0.09162,150
645,-0.01638,0.27792,0.29430,1796
646,-0.11638,0.28138,0.39776,342
647,-0.02618,0.28051,0.30669,1172
648,-0.00397,0.27820,0.28218,7101
649,-0.10397,0.27924,0.38321,369
650,-0.07300,0.25231,0.32531,446
651,-0.17300,0.25792,0.43092,249
652,-0.07300,0.24910,0.32210,441
653,0.02700,0.27354,0.24654,913
654,-0.07300,0.25891,0.33191,455
655,-0.04271,0.24183,0.28453,666
656,-0.01110,0.24502,0.25612,2308
657,-0.01307,0.25711,0.27018,2067
658,-0.11307,0.25169,0.36476,323
659,-0.05113,0.24160,0.29273,573
660,-0.00529,0.21778,0.22307,4215
661,-0.10529,0.21480,0.32009,304
662,-0.05798,0.19705,0.25503,440
663,-0.01427,0.25086,0.26514,1858
664,-0.11427,0.24058,0.35485,311
665,-0.03108,0.23961,0.27068,871
