Pilot,Average Reward,Total Timesteps
solo_laggy,213.00000000001293,5000
solo_noisy,2036.9999999999088,5000
solo_optimal,2193.9999999998577,5000
none,-4241.000000000018,5000
laggy,-1555.6666666667165,5000
noisy,-1611.0000000000414,5000
optimal,-1335.6666666667031,5000
