Pilot,Average Reward,Total Timesteps
solo_laggy,641.6666666667098,5000
solo_noisy,1880.9999999998784,5000
solo_optimal,1247.3333333333615,5000
none,-2252.666666666839,5000
laggy,-339.9999999999668,5000
noisy,237.33333333337987,5000
optimal,827.333333333356,5000
