Pilot,Average Reward,Total Timesteps
solo_laggy,818.3333333333493,5000
solo_noisy,2189.999999999872,5000
solo_optimal,2457.999999999862,5000
none,2055.999999999848,5000
laggy,2123.6666666665437,5000
noisy,1975.666666666566,5000
optimal,2215.3333333332184,5000
