Pilot,Average Reward,Total Timesteps
solo_laggy,1155.3333333333198,5000
solo_noisy,1303.999999999949,5000
solo_optimal,2431.333333333179,5000
none,1604.3333333332184,5000
laggy,1860.666666666547,5000
noisy,1064.9999999999795,5000
optimal,1401.9999999999432,5000
